time [s],energy [GeV],flux [cm-2 s-1 GeV-1]
1.3357314782084608,1.5151664816035209,3.3113112148259076e-05
1.3357314782084608,1.6613470106052453,2.7542287033381633e-05
1.3357314782084608,1.8216307733563122,2.29086765276777e-05
1.3357314782084608,1.9973784244086434,1.9054607179632447e-05
1.3357314782084608,2.1900818918109053,1.584893192461114e-05
1.3357314782084608,2.4013770421386758,1.3182567385564076e-05
1.3357314782084608,2.6330575674238723,1.0964781961431854e-05
1.3357314782084608,2.887090211870091,9.120108393559098e-06
1.3357314782084608,3.1656314676139634,7.585775750291836e-06
1.3357314782084608,3.4710458812634624,6.3095734448019305e-06
1.3357314782084608,3.805926126617994,5.248074602497723e-06
1.3357314782084608,4.173115013968317,4.3651583224016575e-06
1.3357314782084608,4.575729622814023,3.6307805477010103e-06
1.3357314782084608,5.017187762862054,3.019951720402013e-06
1.3357314782084608,5.501236987934645,2.5118864315095827e-06
1.3357314782084608,6.031986409086748,2.089296130854041e-06
1.3357314782084608,6.613941576995646,1.7378008287493761e-06
1.3357314782084608,7.2520427297406,1.445439770745928e-06
1.3357314782084608,7.951706730659272,1.202264434617413e-06
1.3357314782084608,8.718873052292903,1.0000000000000002e-06
1.3357314782084608,9.560054196779548,8.317637711026709e-07
1.3357314782084608,10.482390980715925,6.918309709189363e-07
1.3357314782084608,11.493713153802991,5.754399373371567e-07
1.3357314782084608,12.602605865869105,4.78630092322638e-07
1.3357314782084608,13.818482546511675,3.981071705534969e-07
1.3357314782084608,15.151664816035204,3.311311214825911e-07
1.3357314782084608,16.613470106052446,2.754228703338166e-07
1.3357314782084608,18.216307733563113,2.2908676527677724e-07
1.3357314782084608,19.973784244086435,1.9054607179632462e-07
1.3357314782084608,21.900818918109067,1.5848931924611128e-07
1.3357314782084608,24.013770421386774,1.318256738556406e-07
1.3357314782084608,26.330575674238737,1.0964781961431842e-07
1.3357314782084608,28.87090211870091,9.120108393559099e-08
1.3357314782084608,31.656314676139637,7.585775750291837e-08
1.3357314782084608,34.71045881263463,6.30957344480193e-08
1.3357314782084608,38.05926126617994,5.248074602497723e-08
1.3357314782084608,41.73115013968317,4.365158322401657e-08
1.3357314782084608,45.75729622814022,3.63078054770101e-08
1.3357314782084608,50.17187762862054,3.019951720402016e-08
1.3357314782084608,55.01236987934648,2.5118864315095794e-08
1.3357314782084608,60.31986409086751,2.0892961308540388e-08
1.3357314782084608,66.13941576995649,1.7378008287493747e-08
1.3357314782084608,72.52042729740603,1.4454397707459268e-08
1.3357314782084608,79.51706730659274,1.2022644346174119e-08
1.3357314782084608,87.18873052292903,1.0000000000000002e-08
1.3357314782084608,95.6005419677955,8.317637711026709e-09
1.3357314782084608,104.82390980715925,6.918309709189363e-09
1.3357314782084608,114.93713153802992,5.754399373371568e-09
1.3357314782084608,126.02605865869103,4.786300923226379e-09
1.3357314782084608,138.18482546511677,3.981071705534971e-09
1.3357314782084608,151.5166481603521,3.311311214825908e-09
1.3357314782084608,166.13470106052452,2.754228703338163e-09
1.3357314782084608,182.16307733563121,2.2908676527677704e-09
1.3357314782084608,199.73784244086434,1.905460717963245e-09
1.3357314782084608,219.00818918109056,1.5848931924611142e-09
1.3357314782084608,240.1377042138676,1.3182567385564076e-09
1.3357314782084608,263.3057567423873,1.0964781961431852e-09
1.3357314782084608,288.7090211870091,9.120108393559095e-10
1.3357314782084608,316.56314676139635,7.585775750291837e-10
1.3357314782084608,347.10458812634624,6.30957344480193e-10
1.3357314782084608,380.59261266179936,5.248074602497723e-10
1.3357314782084608,417.3115013968317,4.3651583224016577e-10
1.3357314782084608,457.5729622814023,3.6307805477010104e-10
1.3357314782084608,501.71877628620564,3.019951720402013e-10
1.3357314782084608,550.1236987934651,2.511886431509577e-10
1.3357314782084608,603.1986409086754,2.0892961308540363e-10
1.3357314782084608,661.3941576995649,1.7378008287493732e-10
1.3357314782084608,725.2042729740599,1.4454397707459278e-10
1.3357314782084608,795.1706730659272,1.2022644346174132e-10
1.3357314782084608,871.8873052292902,1.0000000000000002e-10
1.3357314782084608,956.0054196779548,8.31763771102671e-11
1.3357314782084608,1048.2390980715927,6.918309709189363e-11
1.3357314782084608,1149.3713153802992,5.754399373371567e-11
1.3357314782084608,1260.2605865869104,4.78630092322638e-11
1.3357314782084608,1381.8482546511677,3.9810717055349695e-11
1.3357314782084608,1515.1664816035209,3.3113112148259086e-11
1.3357314782084608,1661.347010605245,2.7542287033381637e-11
1.3357314782084608,1821.6307733563121,2.2908676527677702e-11
1.3357314782084608,1997.3784244086446,1.9054607179632443e-11
1.3357314782084608,2190.0818918109067,1.584893192461111e-11
1.3357314782084608,2401.377042138676,1.3182567385564077e-11
1.3357314782084608,2633.057567423873,1.096478196143185e-11
1.3357314782084608,2887.0902118700915,9.120108393559096e-12
1.3357314782084608,3165.6314676139637,7.585775750291837e-12
1.3357314782084608,3471.0458812634624,6.3095734448019305e-12
1.3357314782084608,3805.9261266179938,5.248074602497723e-12
1.3357314782084608,4173.115013968318,4.365158322401657e-12
1.3357314782084608,4575.729622814023,3.63078054770101e-12
1.3357314782084608,5017.187762862057,3.0199517204020136e-12
1.3357314782084608,5501.23698793465,2.5118864315095775e-12
1.3357314782084608,6031.986409086754,2.089296130854037e-12
1.3357314782084608,6613.9415769956495,1.737800828749373e-12
1.3357314782084608,7252.0427297405995,1.4454397707459279e-12
1.3357314782084608,7951.706730659273,1.2022644346174132e-12
1.3357314782084608,8718.873052292904,1e-12
1.3357314782084608,9560.054196779547,8.31763771102671e-13
1.498715368541934,1.0482390980715925,5.754399373371566e-05
1.498715368541934,1.1493713153802991,4.78630092322638e-05
1.498715368541934,1.2602605865869103,3.9810717055349695e-05
1.498715368541934,1.3818482546511677,3.311311214825907e-05
1.498715368541934,1.5151664816035209,2.754228703338163e-05
1.498715368541934,1.6613470106052453,2.2908676527677698e-05
1.498715368541934,1.8216307733563122,1.9054607179632443e-05
1.498715368541934,1.9973784244086434,1.5848931924611107e-05
1.498715368541934,2.1900818918109053,1.3182567385564074e-05
1.498715368541934,2.4013770421386758,1.0964781961431852e-05
1.498715368541934,2.6330575674238723,9.120108393559096e-06
1.498715368541934,2.887090211870091,7.585775750291836e-06
1.498715368541934,3.1656314676139634,6.309573444801929e-06
1.498715368541934,3.4710458812634624,5.248074602497723e-06
1.498715368541934,3.805926126617994,4.365158322401656e-06
1.498715368541934,4.173115013968317,3.63078054770101e-06
1.498715368541934,4.575729622814023,3.0199517204020125e-06
1.498715368541934,5.017187762862054,2.5118864315095768e-06
1.498715368541934,5.501236987934645,2.089296130854041e-06
1.498715368541934,6.031986409086748,1.7378008287493761e-06
1.498715368541934,6.613941576995646,1.445439770745928e-06
1.498715368541934,7.2520427297406,1.202264434617413e-06
1.498715368541934,7.951706730659272,1e-06
1.498715368541934,8.718873052292903,8.317637711026707e-07
1.498715368541934,9.560054196779548,6.918309709189362e-07
1.498715368541934,10.482390980715925,5.754399373371565e-07
1.498715368541934,11.493713153802991,4.786300923226381e-07
1.498715368541934,12.602605865869105,3.981071705534968e-07
1.498715368541934,13.818482546511675,3.311311214825907e-07
1.498715368541934,15.151664816035204,2.754228703338166e-07
1.498715368541934,16.613470106052446,2.290867652767772e-07
1.498715368541934,18.216307733563113,1.9054607179632462e-07
1.498715368541934,19.973784244086435,1.5848931924611122e-07
1.498715368541934,21.900818918109067,1.318256738556406e-07
1.498715368541934,24.013770421386774,1.096478196143184e-07
1.498715368541934,26.330575674238737,9.120108393559088e-08
1.498715368541934,28.87090211870091,7.585775750291836e-08
1.498715368541934,31.656314676139637,6.30957344480193e-08
1.498715368541934,34.71045881263463,5.248074602497722e-08
1.498715368541934,38.05926126617994,4.365158322401656e-08
1.498715368541934,41.73115013968317,3.6307805477010096e-08
1.498715368541934,45.75729622814022,3.019951720402013e-08
1.498715368541934,50.17187762862054,2.5118864315095798e-08
1.498715368541934,55.01236987934648,2.089296130854038e-08
1.498715368541934,60.31986409086751,1.7378008287493747e-08
1.498715368541934,66.13941576995649,1.4454397707459264e-08
1.498715368541934,72.52042729740603,1.2022644346174119e-08
1.498715368541934,79.51706730659274,9.999999999999989e-09
1.498715368541934,87.18873052292903,8.317637711026709e-09
1.498715368541934,95.6005419677955,6.918309709189363e-09
1.498715368541934,104.82390980715925,5.754399373371565e-09
1.498715368541934,114.93713153802992,4.78630092322638e-09
1.498715368541934,126.02605865869103,3.981071705534968e-09
1.498715368541934,138.18482546511677,3.3113112148259078e-09
1.498715368541934,151.5166481603521,2.7542287033381634e-09
1.498715368541934,166.13470106052452,2.2908676527677695e-09
1.498715368541934,182.16307733563121,1.9054607179632444e-09
1.498715368541934,199.73784244086434,1.5848931924611107e-09
1.498715368541934,219.00818918109056,1.3182567385564074e-09
1.498715368541934,240.1377042138676,1.0964781961431852e-09
1.498715368541934,263.3057567423873,9.120108393559097e-10
1.498715368541934,288.7090211870091,7.585775750291834e-10
1.498715368541934,316.56314676139635,6.30957344480193e-10
1.498715368541934,347.10458812634624,5.248074602497723e-10
1.498715368541934,380.59261266179936,4.3651583224016556e-10
1.498715368541934,417.3115013968317,3.6307805477010104e-10
1.498715368541934,457.5729622814023,3.0199517204020126e-10
1.498715368541934,501.71877628620564,2.511886431509577e-10
1.498715368541934,550.1236987934651,2.089296130854036e-10
1.498715368541934,603.1986409086754,1.7378008287493724e-10
1.498715368541934,661.3941576995649,1.445439770745925e-10
1.498715368541934,725.2042729740599,1.202264434617413e-10
1.498715368541934,795.1706730659272,1e-10
1.498715368541934,871.8873052292902,8.317637711026709e-11
1.498715368541934,956.0054196779548,6.918309709189363e-11
1.498715368541934,1048.2390980715927,5.754399373371566e-11
1.498715368541934,1149.3713153802992,4.78630092322638e-11
1.498715368541934,1260.2605865869104,3.981071705534969e-11
1.498715368541934,1381.8482546511677,3.3113112148259073e-11
1.498715368541934,1515.1664816035209,2.7542287033381634e-11
1.498715368541934,1661.347010605245,2.2908676527677702e-11
1.498715368541934,1821.6307733563121,1.9054607179632443e-11
1.498715368541934,1997.3784244086446,1.5848931924611107e-11
1.498715368541934,2190.0818918109067,1.3182567385564045e-11
1.498715368541934,2401.377042138676,1.0964781961431852e-11
1.498715368541934,2633.057567423873,9.120108393559095e-12
1.498715368541934,2887.0902118700915,7.585775750291836e-12
1.498715368541934,3165.6314676139637,6.30957344480193e-12
1.498715368541934,3471.0458812634624,5.2480746024977225e-12
1.498715368541934,3805.9261266179938,4.365158322401656e-12
1.498715368541934,4173.115013968318,3.63078054770101e-12
1.498715368541934,4575.729622814023,3.019951720402013e-12
1.498715368541934,5017.187762862057,2.511886431509577e-12
1.498715368541934,5501.23698793465,2.0892961308540365e-12
1.498715368541934,6031.986409086754,1.7378008287493728e-12
1.498715368541934,6613.9415769956495,1.445439770745925e-12
1.498715368541934,7252.0427297405995,1.2022644346174128e-12
1.498715368541934,7951.706730659273,1e-12
1.498715368541934,8718.873052292904,8.317637711026708e-13
1.498715368541934,9560.054196779547,6.918309709189363e-13
1.681586301250018,1.0482390980715925,4.7863009232263804e-05
1.681586301250018,1.1493713153802991,3.981071705534969e-05
1.681586301250018,1.2602605865869103,3.311311214825908e-05
1.681586301250018,1.3818482546511677,2.7542287033381633e-05
1.681586301250018,1.5151664816035209,2.2908676527677698e-05
1.681586301250018,1.6613470106052453,1.9054607179632443e-05
1.681586301250018,1.8216307733563122,1.584893192461111e-05
1.681586301250018,1.9973784244086434,1.3182567385564047e-05
1.681586301250018,2.1900818918109053,1.0964781961431854e-05
1.681586301250018,2.4013770421386758,9.120108393559096e-06
1.681586301250018,2.6330575674238723,7.585775750291837e-06
1.681586301250018,2.887090211870091,6.3095734448019305e-06
1.681586301250018,3.1656314676139634,5.248074602497723e-06
1.681586301250018,3.4710458812634624,4.3651583224016575e-06
1.681586301250018,3.805926126617994,3.63078054770101e-06
1.681586301250018,4.173115013968317,3.019951720402013e-06
1.681586301250018,4.575729622814023,2.511886431509577e-06
1.681586301250018,5.017187762862054,2.0892961308540364e-06
1.681586301250018,5.501236987934645,1.7378008287493766e-06
1.681586301250018,6.031986409086748,1.445439770745928e-06
1.681586301250018,6.613941576995646,1.202264434617413e-06
1.681586301250018,7.2520427297406,1.0000000000000002e-06
1.681586301250018,7.951706730659272,8.317637711026708e-07
1.681586301250018,8.718873052292903,6.918309709189362e-07
1.681586301250018,9.560054196779548,5.754399373371567e-07
1.681586301250018,10.482390980715925,4.786300923226381e-07
1.681586301250018,11.493713153802991,3.98107170553497e-07
1.681586301250018,12.602605865869105,3.311311214825907e-07
1.681586301250018,13.818482546511675,2.754228703338163e-07
1.681586301250018,15.151664816035204,2.2908676527677721e-07
1.681586301250018,16.613470106052446,1.9054607179632462e-07
1.681586301250018,18.216307733563113,1.5848931924611125e-07
1.681586301250018,19.973784244086435,1.3182567385564059e-07
1.681586301250018,21.900818918109067,1.0964781961431841e-07
1.681586301250018,24.013770421386774,9.120108393559088e-08
1.681586301250018,26.330575674238737,7.585775750291829e-08
1.681586301250018,28.87090211870091,6.309573444801931e-08
1.681586301250018,31.656314676139637,5.248074602497724e-08
1.681586301250018,34.71045881263463,4.365158322401656e-08
1.681586301250018,38.05926126617994,3.63078054770101e-08
1.681586301250018,41.73115013968317,3.0199517204020135e-08
1.681586301250018,45.75729622814022,2.5118864315095768e-08
1.681586301250018,50.17187762862054,2.0892961308540388e-08
1.681586301250018,55.01236987934648,1.7378008287493743e-08
1.681586301250018,60.31986409086751,1.4454397707459266e-08
1.681586301250018,66.13941576995649,1.2022644346174119e-08
1.681586301250018,72.52042729740603,9.999999999999992e-09
1.681586301250018,79.51706730659274,8.3176377110267e-09
1.681586301250018,87.18873052292903,6.918309709189364e-09
1.681586301250018,95.6005419677955,5.754399373371567e-09
1.681586301250018,104.82390980715925,4.786300923226379e-09
1.681586301250018,114.93713153802992,3.98107170553497e-09
1.681586301250018,126.02605865869103,3.3113112148259074e-09
1.681586301250018,138.18482546511677,2.7542287033381638e-09
1.681586301250018,151.5166481603521,2.2908676527677704e-09
1.681586301250018,166.13470106052452,1.905460717963244e-09
1.681586301250018,182.16307733563121,1.584893192461111e-09
1.681586301250018,199.73784244086434,1.3182567385564047e-09
1.681586301250018,219.00818918109056,1.0964781961431852e-09
1.681586301250018,240.1377042138676,9.120108393559097e-10
1.681586301250018,263.3057567423873,7.585775750291837e-10
1.681586301250018,288.7090211870091,6.309573444801929e-10
1.681586301250018,316.56314676139635,5.248074602497724e-10
1.681586301250018,347.10458812634624,4.3651583224016567e-10
1.681586301250018,380.59261266179936,3.63078054770101e-10
1.681586301250018,417.3115013968317,3.019951720402013e-10
1.681586301250018,457.5729622814023,2.511886431509577e-10
1.681586301250018,501.71877628620564,2.0892961308540366e-10
1.681586301250018,550.1236987934651,1.7378008287493727e-10
1.681586301250018,603.1986409086754,1.4454397707459247e-10
1.681586301250018,661.3941576995649,1.202264434617411e-10
1.681586301250018,725.2042729740599,9.999999999999999e-11
1.681586301250018,795.1706730659272,8.31763771102671e-11
1.681586301250018,871.8873052292902,6.918309709189363e-11
1.681586301250018,956.0054196779548,5.754399373371567e-11
1.681586301250018,1048.2390980715927,4.78630092322638e-11
1.681586301250018,1149.3713153802992,3.9810717055349695e-11
1.681586301250018,1260.2605865869104,3.3113112148259073e-11
1.681586301250018,1381.8482546511677,2.754228703338163e-11
1.681586301250018,1515.1664816035209,2.2908676527677706e-11
1.681586301250018,1661.347010605245,1.9054607179632447e-11
1.681586301250018,1821.6307733563121,1.584893192461111e-11
1.681586301250018,1997.3784244086446,1.3182567385564046e-11
1.681586301250018,2190.0818918109067,1.0964781961431828e-11
1.681586301250018,2401.377042138676,9.120108393559098e-12
1.681586301250018,2633.057567423873,7.585775750291836e-12
1.681586301250018,2887.0902118700915,6.30957344480193e-12
1.681586301250018,3165.6314676139637,5.248074602497723e-12
1.681586301250018,3471.0458812634624,4.365158322401657e-12
1.681586301250018,3805.9261266179938,3.63078054770101e-12
1.681586301250018,4173.115013968318,3.0199517204020132e-12
1.681586301250018,4575.729622814023,2.511886431509577e-12
1.681586301250018,5017.187762862057,2.089296130854037e-12
1.681586301250018,5501.23698793465,1.7378008287493728e-12
1.681586301250018,6031.986409086754,1.445439770745925e-12
